last_name,first_name,display_name,tournament,year,round,tour
Capriati,Jennifer,Jennifer Capriati,French Open,2003,R16,WTA
Clijsters,Kim,Kim Clijsters,French Open,2003,R16,WTA
Davenport,Lindsay,Lindsay Davenport,French Open,2003,R16,WTA
Henin,Justine,Justine Henin,French Open,2003,R16,WTA
Maleeva,Magdalena,Magdalena Maleeva,French Open,2003,R16,WTA
Mandula,Petra,Petra Mandula,French Open,2003,R16,WTA
Martinez,Conchita,Conchita Martinez,French Open,2003,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,French Open,2003,R16,WTA
Petrova,Nadia,Nadia Petrova,French Open,2003,R16,WTA
Rubin,Chanda,Chanda Rubin,French Open,2003,R16,WTA
Schnyder,Patty,Patty Schnyder,French Open,2003,R16,WTA
Serna,Magui,Magui Serna,French Open,2003,R16,WTA
Sugiyama,Ai,Ai Sugiyama,French Open,2003,R16,WTA
Williams,Serena,Serena Williams,French Open,2003,R16,WTA
Williams,Venus,Venus Williams,French Open,2003,R16,WTA
Zvonareva,Vera,Vera Zvonareva,French Open,2003,R16,WTA
Clijsters,Kim,Kim Clijsters,French Open,2003,QF,WTA
Henin,Justine,Justine Henin,French Open,2003,QF,WTA
Martinez,Conchita,Conchita Martinez,French Open,2003,QF,WTA
Mauresmo,Amelie,Amelie Mauresmo,French Open,2003,QF,WTA
Petrova,Nadia,Nadia Petrova,French Open,2003,QF,WTA
Rubin,Chanda,Chanda Rubin,French Open,2003,QF,WTA
Williams,Serena,Serena Williams,French Open,2003,QF,WTA
Zvonareva,Vera,Vera Zvonareva,French Open,2003,QF,WTA
Clijsters,Kim,Kim Clijsters,French Open,2003,SF,WTA
Henin,Justine,Justine Henin,French Open,2003,SF,WTA
Petrova,Nadia,Nadia Petrova,French Open,2003,SF,WTA
Williams,Serena,Serena Williams,French Open,2003,SF,WTA
Clijsters,Kim,Kim Clijsters,French Open,2003,F,WTA
Henin,Justine,Justine Henin,French Open,2003,F,WTA
Henin,Justine,Justine Henin,French Open,2003,W,WTA
Agassi,Andre,Andre Agassi,US Open,2003,R16,ATP
Bjorkman,Jonas,Jonas Bjorkman,US Open,2003,R16,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,US Open,2003,R16,ATP
Coria,Guillermo,Guillermo Coria,US Open,2003,R16,ATP
Dent,Taylor,Taylor Dent,US Open,2003,R16,ATP
El Aynaoui,Younes,Younes El Aynaoui,US Open,2003,R16,ATP
Federer,Roger,Roger Federer,US Open,2003,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2003,R16,ATP
Malisse,Xavier,Xavier Malisse,US Open,2003,R16,ATP
Martin,Todd,Todd Martin,US Open,2003,R16,ATP
Moya,Carlos,Carlos Moya,US Open,2003,R16,ATP
Nalbandian,David,David Nalbandian,US Open,2003,R16,ATP
Roddick,Andy,Andy Roddick,US Open,2003,R16,ATP
Schalken,Sjeng,Sjeng Schalken,US Open,2003,R16,ATP
Schuettler,Rainer,Rainer Schuettler,US Open,2003,R16,ATP
Srichaphan,Paradorn,Paradorn Srichaphan,US Open,2003,R16,ATP
Agassi,Andre,Andre Agassi,US Open,2003,QF,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,US Open,2003,QF,ATP
Coria,Guillermo,Guillermo Coria,US Open,2003,QF,ATP
El Aynaoui,Younes,Younes El Aynaoui,US Open,2003,QF,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2003,QF,ATP
Nalbandian,David,David Nalbandian,US Open,2003,QF,ATP
Roddick,Andy,Andy Roddick,US Open,2003,QF,ATP
Schalken,Sjeng,Sjeng Schalken,US Open,2003,QF,ATP
Agassi,Andre,Andre Agassi,US Open,2003,SF,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,US Open,2003,SF,ATP
Nalbandian,David,David Nalbandian,US Open,2003,SF,ATP
Roddick,Andy,Andy Roddick,US Open,2003,SF,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,US Open,2003,F,ATP
Roddick,Andy,Andy Roddick,US Open,2003,F,ATP
Roddick,Andy,Andy Roddick,US Open,2003,W,ATP
Capriati,Jennifer,Jennifer Capriati,US Open,2003,R16,WTA
Clijsters,Kim,Kim Clijsters,US Open,2003,R16,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2003,R16,WTA
Dementieva,Elena,Elena Dementieva,US Open,2003,R16,WTA
Henin,Justine,Justine Henin,US Open,2003,R16,WTA
Likhovtseva,Elena,Elena Likhovtseva,US Open,2003,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,US Open,2003,R16,WTA
Myskina,Anastasia,Anastasia Myskina,US Open,2003,R16,WTA
Petrova,Nadia,Nadia Petrova,US Open,2003,R16,WTA
Pierce,Mary,Mary Pierce,US Open,2003,R16,WTA
Safina,Dinara,Dinara Safina,US Open,2003,R16,WTA
Schiavone,Francesca,Francesca Schiavone,US Open,2003,R16,WTA
Shaughnessy,Meghann,Meghann Shaughnessy,US Open,2003,R16,WTA
Suarez,Paola,Paola Suarez,US Open,2003,R16,WTA
Sugiyama,Ai,Ai Sugiyama,US Open,2003,R16,WTA
Tanasugarn,Tamarine,Tamarine Tanasugarn,US Open,2003,R16,WTA
Capriati,Jennifer,Jennifer Capriati,US Open,2003,QF,WTA
Clijsters,Kim,Kim Clijsters,US Open,2003,QF,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2003,QF,WTA
Henin,Justine,Justine Henin,US Open,2003,QF,WTA
Mauresmo,Amelie,Amelie Mauresmo,US Open,2003,QF,WTA
Myskina,Anastasia,Anastasia Myskina,US Open,2003,QF,WTA
Schiavone,Francesca,Francesca Schiavone,US Open,2003,QF,WTA
Suarez,Paola,Paola Suarez,US Open,2003,QF,WTA
Capriati,Jennifer,Jennifer Capriati,US Open,2003,SF,WTA
Clijsters,Kim,Kim Clijsters,US Open,2003,SF,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2003,SF,WTA
Henin,Justine,Justine Henin,US Open,2003,SF,WTA
Clijsters,Kim,Kim Clijsters,US Open,2003,F,WTA
Henin,Justine,Justine Henin,US Open,2003,F,WTA
Henin,Justine,Justine Henin,US Open,2003,W,WTA
Agassi,Andre,Andre Agassi,Wimbledon,2003,R16,ATP
Bjorkman,Jonas,Jonas Bjorkman,Wimbledon,2003,R16,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,Wimbledon,2003,R16,ATP
Federer,Roger,Roger Federer,Wimbledon,2003,R16,ATP
Grosjean,Sebastien,Sebastien Grosjean,Wimbledon,2003,R16,ATP
Henman,Tim,Tim Henman,Wimbledon,2003,R16,ATP
Lopez,Feliciano,Feliciano Lopez,Wimbledon,2003,R16,ATP
Mirnyi,Max,Max Mirnyi,Wimbledon,2003,R16,ATP
Nalbandian,David,David Nalbandian,Wimbledon,2003,R16,ATP
Philippoussis,Mark,Mark Philippoussis,Wimbledon,2003,R16,ATP
Popp,Alexander,Alexander Popp,Wimbledon,2003,R16,ATP
Rochus,Olivier,Olivier Rochus,Wimbledon,2003,R16,ATP
Roddick,Andy,Andy Roddick,Wimbledon,2003,R16,ATP
Schalken,Sjeng,Sjeng Schalken,Wimbledon,2003,R16,ATP
Schuettler,Rainer,Rainer Schuettler,Wimbledon,2003,R16,ATP
Srichaphan,Paradorn,Paradorn Srichaphan,Wimbledon,2003,R16,ATP
Bjorkman,Jonas,Jonas Bjorkman,Wimbledon,2003,QF,ATP
Federer,Roger,Roger Federer,Wimbledon,2003,QF,ATP
Grosjean,Sebastien,Sebastien Grosjean,Wimbledon,2003,QF,ATP
Henman,Tim,Tim Henman,Wimbledon,2003,QF,ATP
Philippoussis,Mark,Mark Philippoussis,Wimbledon,2003,QF,ATP
Popp,Alexander,Alexander Popp,Wimbledon,2003,QF,ATP
Roddick,Andy,Andy Roddick,Wimbledon,2003,QF,ATP
Schalken,Sjeng,Sjeng Schalken,Wimbledon,2003,QF,ATP
Federer,Roger,Roger Federer,Wimbledon,2003,SF,ATP
Grosjean,Sebastien,Sebastien Grosjean,Wimbledon,2003,SF,ATP
Philippoussis,Mark,Mark Philippoussis,Wimbledon,2003,SF,ATP
Roddick,Andy,Andy Roddick,Wimbledon,2003,SF,ATP
Federer,Roger,Roger Federer,Wimbledon,2003,F,ATP
Philippoussis,Mark,Mark Philippoussis,Wimbledon,2003,F,ATP
Federer,Roger,Roger Federer,Wimbledon,2003,W,ATP
Asagoe,Shinobu,Shinobu Asagoe,Wimbledon,2003,R16,WTA
Capriati,Jennifer,Jennifer Capriati,Wimbledon,2003,R16,WTA
Clijsters,Kim,Kim Clijsters,Wimbledon,2003,R16,WTA
Davenport,Lindsay,Lindsay Davenport,Wimbledon,2003,R16,WTA
Dementieva,Elena,Elena Dementieva,Wimbledon,2003,R16,WTA
Farina Elia,Silvia,Silvia Farina Elia,Wimbledon,2003,R16,WTA
Henin,Justine,Justine Henin,Wimbledon,2003,R16,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,Wimbledon,2003,R16,WTA
Myskina,Anastasia,Anastasia Myskina,Wimbledon,2003,R16,WTA
Pierce,Mary,Mary Pierce,Wimbledon,2003,R16,WTA
Sharapova,Maria,Maria Sharapova,Wimbledon,2003,R16,WTA
Suarez,Paola,Paola Suarez,Wimbledon,2003,R16,WTA
Sugiyama,Ai,Ai Sugiyama,Wimbledon,2003,R16,WTA
Williams,Serena,Serena Williams,Wimbledon,2003,R16,WTA
Williams,Venus,Venus Williams,Wimbledon,2003,R16,WTA
Zvonareva,Vera,Vera Zvonareva,Wimbledon,2003,R16,WTA
Capriati,Jennifer,Jennifer Capriati,Wimbledon,2003,QF,WTA
Clijsters,Kim,Kim Clijsters,Wimbledon,2003,QF,WTA
Davenport,Lindsay,Lindsay Davenport,Wimbledon,2003,QF,WTA
Farina Elia,Silvia,Silvia Farina Elia,Wimbledon,2003,QF,WTA
Henin,Justine,Justine Henin,Wimbledon,2003,QF,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,Wimbledon,2003,QF,WTA
Williams,Serena,Serena Williams,Wimbledon,2003,QF,WTA
Williams,Venus,Venus Williams,Wimbledon,2003,QF,WTA
Clijsters,Kim,Kim Clijsters,Wimbledon,2003,SF,WTA
Henin,Justine,Justine Henin,Wimbledon,2003,SF,WTA
Williams,Serena,Serena Williams,Wimbledon,2003,SF,WTA
Williams,Venus,Venus Williams,Wimbledon,2003,SF,WTA
Williams,Serena,Serena Williams,Wimbledon,2003,F,WTA
Williams,Venus,Venus Williams,Wimbledon,2003,F,WTA
Williams,Serena,Serena Williams,Wimbledon,2003,W,WTA
Agassi,Andre,Andre Agassi,Australian Open,2004,R16,ATP
Arazi,Hicham,Hicham Arazi,Australian Open,2004,R16,ATP
Blake,James,James Blake,Australian Open,2004,R16,ATP
Canas,Guillermo,Guillermo Canas,Australian Open,2004,R16,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,Australian Open,2004,R16,ATP
Federer,Roger,Roger Federer,Australian Open,2004,R16,ATP
Ginepri,Robby,Robby Ginepri,Australian Open,2004,R16,ATP
Grosjean,Sebastien,Sebastien Grosjean,Australian Open,2004,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,Australian Open,2004,R16,ATP
Nalbandian,David,David Nalbandian,Australian Open,2004,R16,ATP
Pavel,Andrei,Andrei Pavel,Australian Open,2004,R16,ATP
Philippoussis,Mark,Mark Philippoussis,Australian Open,2004,R16,ATP
Roddick,Andy,Andy Roddick,Australian Open,2004,R16,ATP
Safin,Marat,Marat Safin,Australian Open,2004,R16,ATP
Schalken,Sjeng,Sjeng Schalken,Australian Open,2004,R16,ATP
Srichaphan,Paradorn,Paradorn Srichaphan,Australian Open,2004,R16,ATP
Agassi,Andre,Andre Agassi,Australian Open,2004,QF,ATP
Arazi,Hicham,Hicham Arazi,Australian Open,2004,QF,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,Australian Open,2004,QF,ATP
Federer,Roger,Roger Federer,Australian Open,2004,QF,ATP
Grosjean,Sebastien,Sebastien Grosjean,Australian Open,2004,QF,ATP
Nalbandian,David,David Nalbandian,Australian Open,2004,QF,ATP
Roddick,Andy,Andy Roddick,Australian Open,2004,QF,ATP
Safin,Marat,Marat Safin,Australian Open,2004,QF,ATP
Agassi,Andre,Andre Agassi,Australian Open,2004,SF,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,Australian Open,2004,SF,ATP
Federer,Roger,Roger Federer,Australian Open,2004,SF,ATP
Safin,Marat,Marat Safin,Australian Open,2004,SF,ATP
Federer,Roger,Roger Federer,Australian Open,2004,F,ATP
Safin,Marat,Marat Safin,Australian Open,2004,F,ATP
Federer,Roger,Roger Federer,Australian Open,2004,W,ATP
Clijsters,Kim,Kim Clijsters,Australian Open,2004,R16,WTA
Davenport,Lindsay,Lindsay Davenport,Australian Open,2004,R16,WTA
Dechy,Nathalie,Nathalie Dechy,Australian Open,2004,R16,WTA
Farina Elia,Silvia,Silvia Farina Elia,Australian Open,2004,R16,WTA
Golovin,Tatiana,Tatiana Golovin,Australian Open,2004,R16,WTA
Henin,Justine,Justine Henin,Australian Open,2004,R16,WTA
Kapros,Aniko,Aniko Kapros,Australian Open,2004,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,Australian Open,2004,R16,WTA
Molik,Alicia,Alicia Molik,Australian Open,2004,R16,WTA
Myskina,Anastasia,Anastasia Myskina,Australian Open,2004,R16,WTA
Raymond,Lisa,Lisa Raymond,Australian Open,2004,R16,WTA
Rubin,Chanda,Chanda Rubin,Australian Open,2004,R16,WTA
Santangelo,Mara,Mara Santangelo,Australian Open,2004,R16,WTA
Schnyder,Patty,Patty Schnyder,Australian Open,2004,R16,WTA
Zuluaga,Fabiola,Fabiola Zuluaga,Australian Open,2004,R16,WTA
Zvonareva,Vera,Vera Zvonareva,Australian Open,2004,R16,WTA
Clijsters,Kim,Kim Clijsters,Australian Open,2004,QF,WTA
Davenport,Lindsay,Lindsay Davenport,Australian Open,2004,QF,WTA
Henin,Justine,Justine Henin,Australian Open,2004,QF,WTA
Mauresmo,Amelie,Amelie Mauresmo,Australian Open,2004,QF,WTA
Myskina,Anastasia,Anastasia Myskina,Australian Open,2004,QF,WTA
Raymond,Lisa,Lisa Raymond,Australian Open,2004,QF,WTA
Schnyder,Patty,Patty Schnyder,Australian Open,2004,QF,WTA
Zuluaga,Fabiola,Fabiola Zuluaga,Australian Open,2004,QF,WTA
Clijsters,Kim,Kim Clijsters,Australian Open,2004,SF,WTA
Henin,Justine,Justine Henin,Australian Open,2004,SF,WTA
Schnyder,Patty,Patty Schnyder,Australian Open,2004,SF,WTA
Zuluaga,Fabiola,Fabiola Zuluaga,Australian Open,2004,SF,WTA
Clijsters,Kim,Kim Clijsters,Australian Open,2004,F,WTA
Henin,Justine,Justine Henin,Australian Open,2004,F,WTA
Henin,Justine,Justine Henin,Australian Open,2004,W,WTA
Andreev,Igor,Igor Andreev,French Open,2004,R16,ATP
Coria,Guillermo,Guillermo Coria,French Open,2004,R16,ATP
Escude,Nicolas,Nicolas Escude,French Open,2004,R16,ATP
Gaudio,Gaston,Gaston Gaudio,French Open,2004,R16,ATP
Henman,Tim,Tim Henman,French Open,2004,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,French Open,2004,R16,ATP
Ignacio Chela,Juan,Juan Ignacio Chela,French Open,2004,R16,ATP
Kuerten,Gustavo,Gustavo Kuerten,French Open,2004,R16,ATP
Llodra,Michael,Michael Llodra,French Open,2004,R16,ATP
Lopez,Feliciano,Feliciano Lopez,French Open,2004,R16,ATP
Malisse,Xavier,Xavier Malisse,French Open,2004,R16,ATP
Moya,Carlos,Carlos Moya,French Open,2004,R16,ATP
Mutis,Olivier,Olivier Mutis,French Open,2004,R16,ATP
Nalbandian,David,David Nalbandian,French Open,2004,R16,ATP
Robredo,Tommy,Tommy Robredo,French Open,2004,R16,ATP
Safin,Marat,Marat Safin,French Open,2004,R16,ATP
Coria,Guillermo,Guillermo Coria,French Open,2004,QF,ATP
Gaudio,Gaston,Gaston Gaudio,French Open,2004,QF,ATP
Henman,Tim,Tim Henman,French Open,2004,QF,ATP
Hewitt,Lleyton,Lleyton Hewitt,French Open,2004,QF,ATP
Ignacio Chela,Juan,Juan Ignacio Chela,French Open,2004,QF,ATP
Kuerten,Gustavo,Gustavo Kuerten,French Open,2004,QF,ATP
Moya,Carlos,Carlos Moya,French Open,2004,QF,ATP
Nalbandian,David,David Nalbandian,French Open,2004,QF,ATP
Coria,Guillermo,Guillermo Coria,French Open,2004,SF,ATP
Gaudio,Gaston,Gaston Gaudio,French Open,2004,SF,ATP
Henman,Tim,Tim Henman,French Open,2004,SF,ATP
Nalbandian,David,David Nalbandian,French Open,2004,SF,ATP
Coria,Guillermo,Guillermo Coria,French Open,2004,F,ATP
Gaudio,Gaston,Gaston Gaudio,French Open,2004,F,ATP
Gaudio,Gaston,Gaston Gaudio,French Open,2004,W,ATP
Asagoe,Shinobu,Shinobu Asagoe,French Open,2004,R16,WTA
Capriati,Jennifer,Jennifer Capriati,French Open,2004,R16,WTA
Davenport,Lindsay,Lindsay Davenport,French Open,2004,R16,WTA
Dementieva,Elena,Elena Dementieva,French Open,2004,R16,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,French Open,2004,R16,WTA
Maleeva,Magdalena,Magdalena Maleeva,French Open,2004,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,French Open,2004,R16,WTA
Myskina,Anastasia,Anastasia Myskina,French Open,2004,R16,WTA
Schiavone,Francesca,Francesca Schiavone,French Open,2004,R16,WTA
Sharapova,Maria,Maria Sharapova,French Open,2004,R16,WTA
Suarez,Paola,Paola Suarez,French Open,2004,R16,WTA
Weingartner,Marlene,Marlene Weingartner,French Open,2004,R16,WTA
Williams,Venus,Venus Williams,French Open,2004,R16,WTA
Williams,Serena,Serena Williams,French Open,2004,R16,WTA
Zheng,Jie,Jie Zheng,French Open,2004,R16,WTA
Zuluaga,Fabiola,Fabiola Zuluaga,French Open,2004,R16,WTA
Capriati,Jennifer,Jennifer Capriati,French Open,2004,QF,WTA
Dementieva,Elena,Elena Dementieva,French Open,2004,QF,WTA
Mauresmo,Amelie,Amelie Mauresmo,French Open,2004,QF,WTA
Myskina,Anastasia,Anastasia Myskina,French Open,2004,QF,WTA
Sharapova,Maria,Maria Sharapova,French Open,2004,QF,WTA
Suarez,Paola,Paola Suarez,French Open,2004,QF,WTA
Williams,Venus,Venus Williams,French Open,2004,QF,WTA
Williams,Serena,Serena Williams,French Open,2004,QF,WTA
Capriati,Jennifer,Jennifer Capriati,French Open,2004,SF,WTA
Dementieva,Elena,Elena Dementieva,French Open,2004,SF,WTA
Myskina,Anastasia,Anastasia Myskina,French Open,2004,SF,WTA
Suarez,Paola,Paola Suarez,French Open,2004,SF,WTA
Dementieva,Elena,Elena Dementieva,French Open,2004,F,WTA
Myskina,Anastasia,Anastasia Myskina,French Open,2004,F,WTA
Myskina,Anastasia,Anastasia Myskina,French Open,2004,W,WTA
Agassi,Andre,Andre Agassi,US Open,2004,R16,ATP
Beck,Karol,Karol Beck,US Open,2004,R16,ATP
Berdych,Tomas,Tomas Berdych,US Open,2004,R16,ATP
Federer,Roger,Roger Federer,US Open,2004,R16,ATP
Haas,Tommy,Tommy Haas,US Open,2004,R16,ATP
Henman,Tim,Tim Henman,US Open,2004,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2004,R16,ATP
Hrbaty,Dominik,Dominik Hrbaty,US Open,2004,R16,ATP
Johansson,Joachim,Joachim Johansson,US Open,2004,R16,ATP
Kiefer,Nicolas,Nicolas Kiefer,US Open,2004,R16,ATP
Llodra,Michael,Michael Llodra,US Open,2004,R16,ATP
Pavel,Andrei,Andrei Pavel,US Open,2004,R16,ATP
Robredo,Tommy,Tommy Robredo,US Open,2004,R16,ATP
Rochus,Olivier,Olivier Rochus,US Open,2004,R16,ATP
Roddick,Andy,Andy Roddick,US Open,2004,R16,ATP
Sargsian,Sargis,Sargis Sargsian,US Open,2004,R16,ATP
Agassi,Andre,Andre Agassi,US Open,2004,QF,ATP
Federer,Roger,Roger Federer,US Open,2004,QF,ATP
Haas,Tommy,Tommy Haas,US Open,2004,QF,ATP
Henman,Tim,Tim Henman,US Open,2004,QF,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2004,QF,ATP
Hrbaty,Dominik,Dominik Hrbaty,US Open,2004,QF,ATP
Johansson,Joachim,Joachim Johansson,US Open,2004,QF,ATP
Roddick,Andy,Andy Roddick,US Open,2004,QF,ATP
Federer,Roger,Roger Federer,US Open,2004,SF,ATP
Henman,Tim,Tim Henman,US Open,2004,SF,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2004,SF,ATP
Johansson,Joachim,Joachim Johansson,US Open,2004,SF,ATP
Federer,Roger,Roger Federer,US Open,2004,F,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2004,F,ATP
Federer,Roger,Roger Federer,US Open,2004,W,ATP
Asagoe,Shinobu,Shinobu Asagoe,US Open,2004,R16,WTA
Capriati,Jennifer,Jennifer Capriati,US Open,2004,R16,WTA
Daniilidou,Eleni,Eleni Daniilidou,US Open,2004,R16,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2004,R16,WTA
Dementieva,Elena,Elena Dementieva,US Open,2004,R16,WTA
Henin,Justine,Justine Henin,US Open,2004,R16,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,US Open,2004,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,US Open,2004,R16,WTA
Petrova,Nadia,Nadia Petrova,US Open,2004,R16,WTA
Pierce,Mary,Mary Pierce,US Open,2004,R16,WTA
Schiavone,Francesca,Francesca Schiavone,US Open,2004,R16,WTA
Schnyder,Patty,Patty Schnyder,US Open,2004,R16,WTA
Sugiyama,Ai,Ai Sugiyama,US Open,2004,R16,WTA
Williams,Venus,Venus Williams,US Open,2004,R16,WTA
Williams,Serena,Serena Williams,US Open,2004,R16,WTA
Zvonareva,Vera,Vera Zvonareva,US Open,2004,R16,WTA
Asagoe,Shinobu,Shinobu Asagoe,US Open,2004,QF,WTA
Capriati,Jennifer,Jennifer Capriati,US Open,2004,QF,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2004,QF,WTA
Dementieva,Elena,Elena Dementieva,US Open,2004,QF,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,US Open,2004,QF,WTA
Mauresmo,Amelie,Amelie Mauresmo,US Open,2004,QF,WTA
Petrova,Nadia,Nadia Petrova,US Open,2004,QF,WTA
Williams,Serena,Serena Williams,US Open,2004,QF,WTA
Capriati,Jennifer,Jennifer Capriati,US Open,2004,SF,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2004,SF,WTA
Dementieva,Elena,Elena Dementieva,US Open,2004,SF,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,US Open,2004,SF,WTA
Dementieva,Elena,Elena Dementieva,US Open,2004,F,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,US Open,2004,F,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,US Open,2004,W,WTA
Ancic,Mario,Mario Ancic,Wimbledon,2004,R16,ATP
Federer,Roger,Roger Federer,Wimbledon,2004,R16,ATP
Ginepri,Robby,Robby Ginepri,Wimbledon,2004,R16,ATP
Grosjean,Sebastien,Sebastien Grosjean,Wimbledon,2004,R16,ATP
Henman,Tim,Tim Henman,Wimbledon,2004,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,Wimbledon,2004,R16,ATP
Johansson,Joachim,Joachim Johansson,Wimbledon,2004,R16,ATP
Karlovic,Ivo,Ivo Karlovic,Wimbledon,2004,R16,ATP
Malisse,Xavier,Xavier Malisse,Wimbledon,2004,R16,ATP
Mayer,Florian,Florian Mayer,Wimbledon,2004,R16,ATP
Moya,Carlos,Carlos Moya,Wimbledon,2004,R16,ATP
Philippoussis,Mark,Mark Philippoussis,Wimbledon,2004,R16,ATP
Popp,Alexander,Alexander Popp,Wimbledon,2004,R16,ATP
Roddick,Andy,Andy Roddick,Wimbledon,2004,R16,ATP
Schalken,Sjeng,Sjeng Schalken,Wimbledon,2004,R16,ATP
Spadea,Vincent,Vincent Spadea,Wimbledon,2004,R16,ATP
Ancic,Mario,Mario Ancic,Wimbledon,2004,QF,ATP
Federer,Roger,Roger Federer,Wimbledon,2004,QF,ATP
Grosjean,Sebastien,Sebastien Grosjean,Wimbledon,2004,QF,ATP
Henman,Tim,Tim Henman,Wimbledon,2004,QF,ATP
Hewitt,Lleyton,Lleyton Hewitt,Wimbledon,2004,QF,ATP
Mayer,Florian,Florian Mayer,Wimbledon,2004,QF,ATP
Roddick,Andy,Andy Roddick,Wimbledon,2004,QF,ATP
Schalken,Sjeng,Sjeng Schalken,Wimbledon,2004,QF,ATP
Ancic,Mario,Mario Ancic,Wimbledon,2004,SF,ATP
Federer,Roger,Roger Federer,Wimbledon,2004,SF,ATP
Grosjean,Sebastien,Sebastien Grosjean,Wimbledon,2004,SF,ATP
Roddick,Andy,Andy Roddick,Wimbledon,2004,SF,ATP
Federer,Roger,Roger Federer,Wimbledon,2004,F,ATP
Roddick,Andy,Andy Roddick,Wimbledon,2004,F,ATP
Federer,Roger,Roger Federer,Wimbledon,2004,W,ATP
Capriati,Jennifer,Jennifer Capriati,Wimbledon,2004,R16,WTA
Davenport,Lindsay,Lindsay Davenport,Wimbledon,2004,R16,WTA
Farina Elia,Silvia,Silvia Farina Elia,Wimbledon,2004,R16,WTA
Frazier,Amy,Amy Frazier,Wimbledon,2004,R16,WTA
Golovin,Tatiana,Tatiana Golovin,Wimbledon,2004,R16,WTA
Grande,Rita,Rita Grande,Wimbledon,2004,R16,WTA
Maleeva,Magdalena,Magdalena Maleeva,Wimbledon,2004,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,Wimbledon,2004,R16,WTA
Petrova,Nadia,Nadia Petrova,Wimbledon,2004,R16,WTA
Sharapova,Maria,Maria Sharapova,Wimbledon,2004,R16,WTA
Sprem,Karolina,Karolina Sprem,Wimbledon,2004,R16,WTA
Suarez,Paola,Paola Suarez,Wimbledon,2004,R16,WTA
Sugiyama,Ai,Ai Sugiyama,Wimbledon,2004,R16,WTA
Tanasugarn,Tamarine,Tamarine Tanasugarn,Wimbledon,2004,R16,WTA
Williams,Serena,Serena Williams,Wimbledon,2004,R16,WTA
Zvonareva,Vera,Vera Zvonareva,Wimbledon,2004,R16,WTA
Capriati,Jennifer,Jennifer Capriati,Wimbledon,2004,QF,WTA
Davenport,Lindsay,Lindsay Davenport,Wimbledon,2004,QF,WTA
Mauresmo,Amelie,Amelie Mauresmo,Wimbledon,2004,QF,WTA
Sharapova,Maria,Maria Sharapova,Wimbledon,2004,QF,WTA
Sprem,Karolina,Karolina Sprem,Wimbledon,2004,QF,WTA
Suarez,Paola,Paola Suarez,Wimbledon,2004,QF,WTA
Sugiyama,Ai,Ai Sugiyama,Wimbledon,2004,QF,WTA
Williams,Serena,Serena Williams,Wimbledon,2004,QF,WTA
Davenport,Lindsay,Lindsay Davenport,Wimbledon,2004,SF,WTA
Mauresmo,Amelie,Amelie Mauresmo,Wimbledon,2004,SF,WTA
Sharapova,Maria,Maria Sharapova,Wimbledon,2004,SF,WTA
Williams,Serena,Serena Williams,Wimbledon,2004,SF,WTA
Sharapova,Maria,Maria Sharapova,Wimbledon,2004,F,WTA
Williams,Serena,Serena Williams,Wimbledon,2004,F,WTA
Sharapova,Maria,Maria Sharapova,Wimbledon,2004,W,WTA
Agassi,Andre,Andre Agassi,Australian Open,2005,R16,ATP
Baghdatis,Marcos,Marcos Baghdatis,Australian Open,2005,R16,ATP
Canas,Guillermo,Guillermo Canas,Australian Open,2005,R16,ATP
