last_name,first_name,display_name,tournament,year,round,tour
Davenport,Lindsay,Lindsay Davenport,US Open,2001,R16,WTA
Dementieva,Elena,Elena Dementieva,US Open,2001,R16,WTA
Dokic,Jelena,Jelena Dokic,US Open,2001,R16,WTA
Henin,Justine,Justine Henin,US Open,2001,R16,WTA
Hingis,Martina,Martina Hingis,US Open,2001,R16,WTA
Likhovtseva,Elena,Elena Likhovtseva,US Open,2001,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,US Open,2001,R16,WTA
Schett,Barbara,Barbara Schett,US Open,2001,R16,WTA
Seles,Monica,Monica Seles,US Open,2001,R16,WTA
Tauziat,Nathalie,Nathalie Tauziat,US Open,2001,R16,WTA
Testud,Sandrine,Sandrine Testud,US Open,2001,R16,WTA
Williams,Serena,Serena Williams,US Open,2001,R16,WTA
Williams,Venus,Venus Williams,US Open,2001,R16,WTA
Bedanova,Daja,Daja Bedanova,US Open,2001,QF,WTA
Capriati,Jennifer,Jennifer Capriati,US Open,2001,QF,WTA
Clijsters,Kim,Kim Clijsters,US Open,2001,QF,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2001,QF,WTA
Hingis,Martina,Martina Hingis,US Open,2001,QF,WTA
Mauresmo,Amelie,Amelie Mauresmo,US Open,2001,QF,WTA
Williams,Serena,Serena Williams,US Open,2001,QF,WTA
Williams,Venus,Venus Williams,US Open,2001,QF,WTA
Capriati,Jennifer,Jennifer Capriati,US Open,2001,SF,WTA
Hingis,Martina,Martina Hingis,US Open,2001,SF,WTA
Williams,Serena,Serena Williams,US Open,2001,SF,WTA
Williams,Venus,Venus Williams,US Open,2001,SF,WTA
Williams,Venus,Venus Williams,US Open,2001,F,WTA
Williams,Serena,Serena Williams,US Open,2001,F,WTA
Williams,Venus,Venus Williams,US Open,2001,W,WTA
Agassi,Andre,Andre Agassi,Wimbledon,2001,R16,ATP
Canas,Guillermo,Guillermo Canas,Wimbledon,2001,R16,ATP
Clement,Arnaud,Arnaud Clement,Wimbledon,2001,R16,ATP
Enqvist,Thomas,Thomas Enqvist,Wimbledon,2001,R16,ATP
Escude,Nicolas,Nicolas Escude,Wimbledon,2001,R16,ATP
Federer,Roger,Roger Federer,Wimbledon,2001,R16,ATP
Henman,Tim,Tim Henman,Wimbledon,2001,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,Wimbledon,2001,R16,ATP
Ivanisevic,Goran,Goran Ivanisevic,Wimbledon,2001,R16,ATP
Kiefer,Nicolas,Nicolas Kiefer,Wimbledon,2001,R16,ATP
Martin,Todd,Todd Martin,Wimbledon,2001,R16,ATP
Rafter,Patrick,Patrick Rafter,Wimbledon,2001,R16,ATP
Rusedski,Greg,Greg Rusedski,Wimbledon,2001,R16,ATP
Safin,Marat,Marat Safin,Wimbledon,2001,R16,ATP
Sampras,Pete,Pete Sampras,Wimbledon,2001,R16,ATP
Youzhny,Mikhail,Mikhail Youzhny,Wimbledon,2001,R16,ATP
Agassi,Andre,Andre Agassi,Wimbledon,2001,QF,ATP
Enqvist,Thomas,Thomas Enqvist,Wimbledon,2001,QF,ATP
Escude,Nicolas,Nicolas Escude,Wimbledon,2001,QF,ATP
Federer,Roger,Roger Federer,Wimbledon,2001,QF,ATP
Henman,Tim,Tim Henman,Wimbledon,2001,QF,ATP
Ivanisevic,Goran,Goran Ivanisevic,Wimbledon,2001,QF,ATP
Rafter,Patrick,Patrick Rafter,Wimbledon,2001,QF,ATP
Safin,Marat,Marat Safin,Wimbledon,2001,QF,ATP
Agassi,Andre,Andre Agassi,Wimbledon,2001,SF,ATP
Henman,Tim,Tim Henman,Wimbledon,2001,SF,ATP
Ivanisevic,Goran,Goran Ivanisevic,Wimbledon,2001,SF,ATP
Rafter,Patrick,Patrick Rafter,Wimbledon,2001,SF,ATP
Ivanisevic,Goran,Goran Ivanisevic,Wimbledon,2001,F,ATP
Rafter,Patrick,Patrick Rafter,Wimbledon,2001,F,ATP
Ivanisevic,Goran,Goran Ivanisevic,Wimbledon,2001,W,ATP
Capriati,Jennifer,Jennifer Capriati,Wimbledon,2001,R16,WTA
Clijsters,Kim,Kim Clijsters,Wimbledon,2001,R16,WTA
Davenport,Lindsay,Lindsay Davenport,Wimbledon,2001,R16,WTA
Dokic,Jelena,Jelena Dokic,Wimbledon,2001,R16,WTA
Henin,Justine,Justine Henin,Wimbledon,2001,R16,WTA
Huber,Anke,Anke Huber,Wimbledon,2001,R16,WTA
Krasnoroutskaya,Lina,Lina Krasnoroutskaya,Wimbledon,2001,R16,WTA
Maleeva,Magdalena,Magdalena Maleeva,Wimbledon,2001,R16,WTA
Martinez,Conchita,Conchita Martinez,Wimbledon,2001,R16,WTA
Petrova,Nadia,Nadia Petrova,Wimbledon,2001,R16,WTA
Shaughnessy,Meghann,Meghann Shaughnessy,Wimbledon,2001,R16,WTA
Tanasugarn,Tamarine,Tamarine Tanasugarn,Wimbledon,2001,R16,WTA
Tauziat,Nathalie,Nathalie Tauziat,Wimbledon,2001,R16,WTA
Testud,Sandrine,Sandrine Testud,Wimbledon,2001,R16,WTA
Williams,Serena,Serena Williams,Wimbledon,2001,R16,WTA
Williams,Venus,Venus Williams,Wimbledon,2001,R16,WTA
Capriati,Jennifer,Jennifer Capriati,Wimbledon,2001,QF,WTA
Clijsters,Kim,Kim Clijsters,Wimbledon,2001,QF,WTA
Davenport,Lindsay,Lindsay Davenport,Wimbledon,2001,QF,WTA
Henin,Justine,Justine Henin,Wimbledon,2001,QF,WTA
Martinez,Conchita,Conchita Martinez,Wimbledon,2001,QF,WTA
Tauziat,Nathalie,Nathalie Tauziat,Wimbledon,2001,QF,WTA
Williams,Serena,Serena Williams,Wimbledon,2001,QF,WTA
Williams,Venus,Venus Williams,Wimbledon,2001,QF,WTA
Capriati,Jennifer,Jennifer Capriati,Wimbledon,2001,SF,WTA
Davenport,Lindsay,Lindsay Davenport,Wimbledon,2001,SF,WTA
Henin,Justine,Justine Henin,Wimbledon,2001,SF,WTA
Williams,Venus,Venus Williams,Wimbledon,2001,SF,WTA
Henin,Justine,Justine Henin,Wimbledon,2001,F,WTA
Williams,Venus,Venus Williams,Wimbledon,2001,F,WTA
Williams,Venus,Venus Williams,Wimbledon,2001,W,WTA
Bjorkman,Jonas,Jonas Bjorkman,Australian Open,2002,R16,ATP
Costa,Albert,Albert Costa,Australian Open,2002,R16,ATP
Federer,Roger,Roger Federer,Australian Open,2002,R16,ATP
Ferreira,Wayne,Wayne Ferreira,Australian Open,2002,R16,ATP
Gonzalez,Fernando,Fernando Gonzalez,Australian Open,2002,R16,ATP
Haas,Tommy,Tommy Haas,Australian Open,2002,R16,ATP
Henman,Tim,Tim Henman,Australian Open,2002,R16,ATP
Hrbaty,Dominik,Dominik Hrbaty,Australian Open,2002,R16,ATP
Johansson,Thomas,Thomas Johansson,Australian Open,2002,R16,ATP
Koubek,Stefan,Stefan Koubek,Australian Open,2002,R16,ATP
Lapentti,Nicolas,Nicolas Lapentti,Australian Open,2002,R16,ATP
Novak,Jiri,Jiri Novak,Australian Open,2002,R16,ATP
Rios,Marcelo,Marcelo Rios,Australian Open,2002,R16,ATP
Safin,Marat,Marat Safin,Australian Open,2002,R16,ATP
Sampras,Pete,Pete Sampras,Australian Open,2002,R16,ATP
Voinea,Adrian,Adrian Voinea,Australian Open,2002,R16,ATP
Bjorkman,Jonas,Jonas Bjorkman,Australian Open,2002,QF,ATP
Ferreira,Wayne,Wayne Ferreira,Australian Open,2002,QF,ATP
Haas,Tommy,Tommy Haas,Australian Open,2002,QF,ATP
Johansson,Thomas,Thomas Johansson,Australian Open,2002,QF,ATP
Koubek,Stefan,Stefan Koubek,Australian Open,2002,QF,ATP
Novak,Jiri,Jiri Novak,Australian Open,2002,QF,ATP
Rios,Marcelo,Marcelo Rios,Australian Open,2002,QF,ATP
Safin,Marat,Marat Safin,Australian Open,2002,QF,ATP
Haas,Tommy,Tommy Haas,Australian Open,2002,SF,ATP
Johansson,Thomas,Thomas Johansson,Australian Open,2002,SF,ATP
Novak,Jiri,Jiri Novak,Australian Open,2002,SF,ATP
Safin,Marat,Marat Safin,Australian Open,2002,SF,ATP
Johansson,Thomas,Thomas Johansson,Australian Open,2002,F,ATP
Safin,Marat,Marat Safin,Australian Open,2002,F,ATP
Johansson,Thomas,Thomas Johansson,Australian Open,2002,W,ATP
Capriati,Jennifer,Jennifer Capriati,Australian Open,2002,R16,WTA
Clijsters,Kim,Kim Clijsters,Australian Open,2002,R16,WTA
Coetzer,Amanda,Amanda Coetzer,Australian Open,2002,R16,WTA
Dementieva,Elena,Elena Dementieva,Australian Open,2002,R16,WTA
Grande,Rita,Rita Grande,Australian Open,2002,R16,WTA
Henin,Justine,Justine Henin,Australian Open,2002,R16,WTA
Hingis,Martina,Martina Hingis,Australian Open,2002,R16,WTA
Husarova,Janette,Janette Husarova,Australian Open,2002,R16,WTA
Maleeva,Magdalena,Magdalena Maleeva,Australian Open,2002,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,Australian Open,2002,R16,WTA
Medina Garrigues,Anabel,Anabel Medina Garrigues,Australian Open,2002,R16,WTA
Seles,Monica,Monica Seles,Australian Open,2002,R16,WTA
Serra Zanetti,Adriana,Adriana Serra Zanetti,Australian Open,2002,R16,WTA
Sucha,Martina,Martina Sucha,Australian Open,2002,R16,WTA
Weingartner,Marlene,Marlene Weingartner,Australian Open,2002,R16,WTA
Williams,Venus,Venus Williams,Australian Open,2002,R16,WTA
Capriati,Jennifer,Jennifer Capriati,Australian Open,2002,QF,WTA
Clijsters,Kim,Kim Clijsters,Australian Open,2002,QF,WTA
Henin,Justine,Justine Henin,Australian Open,2002,QF,WTA
Hingis,Martina,Martina Hingis,Australian Open,2002,QF,WTA
Mauresmo,Amelie,Amelie Mauresmo,Australian Open,2002,QF,WTA
Seles,Monica,Monica Seles,Australian Open,2002,QF,WTA
Serra Zanetti,Adriana,Adriana Serra Zanetti,Australian Open,2002,QF,WTA
Williams,Venus,Venus Williams,Australian Open,2002,QF,WTA
Capriati,Jennifer,Jennifer Capriati,Australian Open,2002,SF,WTA
Clijsters,Kim,Kim Clijsters,Australian Open,2002,SF,WTA
Hingis,Martina,Martina Hingis,Australian Open,2002,SF,WTA
Seles,Monica,Monica Seles,Australian Open,2002,SF,WTA
Capriati,Jennifer,Jennifer Capriati,Australian Open,2002,F,WTA
Hingis,Martina,Martina Hingis,Australian Open,2002,F,WTA
Capriati,Jennifer,Jennifer Capriati,Australian Open,2002,W,WTA
Agassi,Andre,Andre Agassi,French Open,2002,R16,ATP
Canas,Guillermo,Guillermo Canas,French Open,2002,R16,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,French Open,2002,R16,ATP
Corretja,Alex,Alex Corretja,French Open,2002,R16,ATP
Costa,Albert,Albert Costa,French Open,2002,R16,ATP
Di Pasquale,Arnaud,Arnaud Di Pasquale,French Open,2002,R16,ATP
Gaudio,Gaston,Gaston Gaudio,French Open,2002,R16,ATP
Grosjean,Sebastien,Sebastien Grosjean,French Open,2002,R16,ATP
Haas,Tommy,Tommy Haas,French Open,2002,R16,ATP
Henri Mathieu,Paul,Paul Henri Mathieu,French Open,2002,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,French Open,2002,R16,ATP
Kuerten,Gustavo,Gustavo Kuerten,French Open,2002,R16,ATP
Malisse,Xavier,Xavier Malisse,French Open,2002,R16,ATP
Pavel,Andrei,Andrei Pavel,French Open,2002,R16,ATP
Safin,Marat,Marat Safin,French Open,2002,R16,ATP
Zabaleta,Mariano,Mariano Zabaleta,French Open,2002,R16,ATP
Agassi,Andre,Andre Agassi,French Open,2002,QF,ATP
Canas,Guillermo,Guillermo Canas,French Open,2002,QF,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,French Open,2002,QF,ATP
Corretja,Alex,Alex Corretja,French Open,2002,QF,ATP
Costa,Albert,Albert Costa,French Open,2002,QF,ATP
Grosjean,Sebastien,Sebastien Grosjean,French Open,2002,QF,ATP
Pavel,Andrei,Andrei Pavel,French Open,2002,QF,ATP
Safin,Marat,Marat Safin,French Open,2002,QF,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,French Open,2002,SF,ATP
Corretja,Alex,Alex Corretja,French Open,2002,SF,ATP
Costa,Albert,Albert Costa,French Open,2002,SF,ATP
Safin,Marat,Marat Safin,French Open,2002,SF,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,French Open,2002,F,ATP
Costa,Albert,Albert Costa,French Open,2002,F,ATP
Costa,Albert,Albert Costa,French Open,2002,W,ATP
Capriati,Jennifer,Jennifer Capriati,French Open,2002,R16,WTA
Dementieva,Elena,Elena Dementieva,French Open,2002,R16,WTA
Dokic,Jelena,Jelena Dokic,French Open,2002,R16,WTA
Farina Elia,Silvia,Silvia Farina Elia,French Open,2002,R16,WTA
Fernandez,Clarisa,Clarisa Fernandez,French Open,2002,R16,WTA
Hantuchova,Daniela,Daniela Hantuchova,French Open,2002,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,French Open,2002,R16,WTA
Pierce,Mary,Mary Pierce,French Open,2002,R16,WTA
Rubin,Chanda,Chanda Rubin,French Open,2002,R16,WTA
Schnyder,Patty,Patty Schnyder,French Open,2002,R16,WTA
Seles,Monica,Monica Seles,French Open,2002,R16,WTA
Srebotnik,Katarina,Katarina Srebotnik,French Open,2002,R16,WTA
Suarez,Paola,Paola Suarez,French Open,2002,R16,WTA
Williams,Serena,Serena Williams,French Open,2002,R16,WTA
Williams,Venus,Venus Williams,French Open,2002,R16,WTA
Zvonareva,Vera,Vera Zvonareva,French Open,2002,R16,WTA
Capriati,Jennifer,Jennifer Capriati,French Open,2002,QF,WTA
Dokic,Jelena,Jelena Dokic,French Open,2002,QF,WTA
Fernandez,Clarisa,Clarisa Fernandez,French Open,2002,QF,WTA
Pierce,Mary,Mary Pierce,French Open,2002,QF,WTA
Seles,Monica,Monica Seles,French Open,2002,QF,WTA
Suarez,Paola,Paola Suarez,French Open,2002,QF,WTA
Williams,Serena,Serena Williams,French Open,2002,QF,WTA
Williams,Venus,Venus Williams,French Open,2002,QF,WTA
Capriati,Jennifer,Jennifer Capriati,French Open,2002,SF,WTA
Fernandez,Clarisa,Clarisa Fernandez,French Open,2002,SF,WTA
Williams,Serena,Serena Williams,French Open,2002,SF,WTA
Williams,Venus,Venus Williams,French Open,2002,SF,WTA
Williams,Serena,Serena Williams,French Open,2002,F,WTA
Williams,Venus,Venus Williams,French Open,2002,F,WTA
Williams,Serena,Serena Williams,French Open,2002,W,WTA
Agassi,Andre,Andre Agassi,US Open,2002,R16,ATP
Clement,Arnaud,Arnaud Clement,US Open,2002,R16,ATP
El Aynaoui,Younes,Younes El Aynaoui,US Open,2002,R16,ATP
Federer,Roger,Roger Federer,US Open,2002,R16,ATP
Ferreira,Wayne,Wayne Ferreira,US Open,2002,R16,ATP
Gonzalez,Fernando,Fernando Gonzalez,US Open,2002,R16,ATP
Haas,Tommy,Tommy Haas,US Open,2002,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2002,R16,ATP
Ignacio Chela,Juan,Juan Ignacio Chela,US Open,2002,R16,ATP
Kuerten,Gustavo,Gustavo Kuerten,US Open,2002,R16,ATP
Michael Gambill,Jan,Jan Michael Gambill,US Open,2002,R16,ATP
Mirnyi,Max,Max Mirnyi,US Open,2002,R16,ATP
Novak,Jiri,Jiri Novak,US Open,2002,R16,ATP
Roddick,Andy,Andy Roddick,US Open,2002,R16,ATP
Sampras,Pete,Pete Sampras,US Open,2002,R16,ATP
Schalken,Sjeng,Sjeng Schalken,US Open,2002,R16,ATP
Agassi,Andre,Andre Agassi,US Open,2002,QF,ATP
El Aynaoui,Younes,Younes El Aynaoui,US Open,2002,QF,ATP
Gonzalez,Fernando,Fernando Gonzalez,US Open,2002,QF,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2002,QF,ATP
Mirnyi,Max,Max Mirnyi,US Open,2002,QF,ATP
Roddick,Andy,Andy Roddick,US Open,2002,QF,ATP
Sampras,Pete,Pete Sampras,US Open,2002,QF,ATP
Schalken,Sjeng,Sjeng Schalken,US Open,2002,QF,ATP
Agassi,Andre,Andre Agassi,US Open,2002,SF,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2002,SF,ATP
Sampras,Pete,Pete Sampras,US Open,2002,SF,ATP
Schalken,Sjeng,Sjeng Schalken,US Open,2002,SF,ATP
Agassi,Andre,Andre Agassi,US Open,2002,F,ATP
Sampras,Pete,Pete Sampras,US Open,2002,F,ATP
Sampras,Pete,Pete Sampras,US Open,2002,W,ATP
Bedanova,Daja,Daja Bedanova,US Open,2002,R16,WTA
Bovina,Elena,Elena Bovina,US Open,2002,R16,WTA
Capriati,Jennifer,Jennifer Capriati,US Open,2002,R16,WTA
Clijsters,Kim,Kim Clijsters,US Open,2002,R16,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2002,R16,WTA
Farina Elia,Silvia,Silvia Farina Elia,US Open,2002,R16,WTA
Frazier,Amy,Amy Frazier,US Open,2002,R16,WTA
Hantuchova,Daniela,Daniela Hantuchova,US Open,2002,R16,WTA
Henin,Justine,Justine Henin,US Open,2002,R16,WTA
Hingis,Martina,Martina Hingis,US Open,2002,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,US Open,2002,R16,WTA
Rubin,Chanda,Chanda Rubin,US Open,2002,R16,WTA
Schiavone,Francesca,Francesca Schiavone,US Open,2002,R16,WTA
Seles,Monica,Monica Seles,US Open,2002,R16,WTA
Williams,Serena,Serena Williams,US Open,2002,R16,WTA
Williams,Venus,Venus Williams,US Open,2002,R16,WTA
Bovina,Elena,Elena Bovina,US Open,2002,QF,WTA
Capriati,Jennifer,Jennifer Capriati,US Open,2002,QF,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2002,QF,WTA
Hantuchova,Daniela,Daniela Hantuchova,US Open,2002,QF,WTA
Mauresmo,Amelie,Amelie Mauresmo,US Open,2002,QF,WTA
Seles,Monica,Monica Seles,US Open,2002,QF,WTA
Williams,Serena,Serena Williams,US Open,2002,QF,WTA
Williams,Venus,Venus Williams,US Open,2002,QF,WTA
Davenport,Lindsay,Lindsay Davenport,US Open,2002,SF,WTA
Mauresmo,Amelie,Amelie Mauresmo,US Open,2002,SF,WTA
Williams,Serena,Serena Williams,US Open,2002,SF,WTA
Williams,Venus,Venus Williams,US Open,2002,SF,WTA
Williams,Serena,Serena Williams,US Open,2002,F,WTA
Williams,Venus,Venus Williams,US Open,2002,F,WTA
Williams,Serena,Serena Williams,US Open,2002,W,WTA
Arthurs,Wayne,Wayne Arthurs,Wimbledon,2002,R16,ATP
Clement,Arnaud,Arnaud Clement,Wimbledon,2002,R16,ATP
Henman,Tim,Tim Henman,Wimbledon,2002,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,Wimbledon,2002,R16,ATP
Krajicek,Richard,Richard Krajicek,Wimbledon,2002,R16,ATP
Kratochvil,Michel,Michel Kratochvil,Wimbledon,2002,R16,ATP
Lapentti,Nicolas,Nicolas Lapentti,Wimbledon,2002,R16,ATP
Lopez,Feliciano,Feliciano Lopez,Wimbledon,2002,R16,ATP
Malisse,Xavier,Xavier Malisse,Wimbledon,2002,R16,ATP
Nalbandian,David,David Nalbandian,Wimbledon,2002,R16,ATP
Philippoussis,Mark,Mark Philippoussis,Wimbledon,2002,R16,ATP
Rusedski,Greg,Greg Rusedski,Wimbledon,2002,R16,ATP
Sa,Andre,Andre Sa,Wimbledon,2002,R16,ATP
Schalken,Sjeng,Sjeng Schalken,Wimbledon,2002,R16,ATP
Vacek,Jan,Jan Vacek,Wimbledon,2002,R16,ATP
Youzhny,Mikhail,Mikhail Youzhny,Wimbledon,2002,R16,ATP
Henman,Tim,Tim Henman,Wimbledon,2002,QF,ATP
Hewitt,Lleyton,Lleyton Hewitt,Wimbledon,2002,QF,ATP
Krajicek,Richard,Richard Krajicek,Wimbledon,2002,QF,ATP
Lapentti,Nicolas,Nicolas Lapentti,Wimbledon,2002,QF,ATP
Malisse,Xavier,Xavier Malisse,Wimbledon,2002,QF,ATP
Nalbandian,David,David Nalbandian,Wimbledon,2002,QF,ATP
Sa,Andre,Andre Sa,Wimbledon,2002,QF,ATP
Schalken,Sjeng,Sjeng Schalken,Wimbledon,2002,QF,ATP
Henman,Tim,Tim Henman,Wimbledon,2002,SF,ATP
Hewitt,Lleyton,Lleyton Hewitt,Wimbledon,2002,SF,ATP
Malisse,Xavier,Xavier Malisse,Wimbledon,2002,SF,ATP
Nalbandian,David,David Nalbandian,Wimbledon,2002,SF,ATP
Hewitt,Lleyton,Lleyton Hewitt,Wimbledon,2002,F,ATP
Nalbandian,David,David Nalbandian,Wimbledon,2002,F,ATP
Hewitt,Lleyton,Lleyton Hewitt,Wimbledon,2002,W,ATP
Capriati,Jennifer,Jennifer Capriati,Wimbledon,2002,R16,WTA
Daniilidou,Eleni,Eleni Daniilidou,Wimbledon,2002,R16,WTA
Dementieva,Elena,Elena Dementieva,Wimbledon,2002,R16,WTA
Dokic,Jelena,Jelena Dokic,Wimbledon,2002,R16,WTA
Granville,Laura,Laura Granville,Wimbledon,2002,R16,WTA
Hantuchova,Daniela,Daniela Hantuchova,Wimbledon,2002,R16,WTA
Henin,Justine,Justine Henin,Wimbledon,2002,R16,WTA
Likhovtseva,Elena,Elena Likhovtseva,Wimbledon,2002,R16,WTA
Maleeva,Magdalena,Magdalena Maleeva,Wimbledon,2002,R16,WTA
Mauresmo,Amelie,Amelie Mauresmo,Wimbledon,2002,R16,WTA
Raymond,Lisa,Lisa Raymond,Wimbledon,2002,R16,WTA
Rubin,Chanda,Chanda Rubin,Wimbledon,2002,R16,WTA
Seles,Monica,Monica Seles,Wimbledon,2002,R16,WTA
Tanasugarn,Tamarine,Tamarine Tanasugarn,Wimbledon,2002,R16,WTA
Williams,Venus,Venus Williams,Wimbledon,2002,R16,WTA
Williams,Serena,Serena Williams,Wimbledon,2002,R16,WTA
Capriati,Jennifer,Jennifer Capriati,Wimbledon,2002,QF,WTA
Hantuchova,Daniela,Daniela Hantuchova,Wimbledon,2002,QF,WTA
Henin,Justine,Justine Henin,Wimbledon,2002,QF,WTA
Likhovtseva,Elena,Elena Likhovtseva,Wimbledon,2002,QF,WTA
Mauresmo,Amelie,Amelie Mauresmo,Wimbledon,2002,QF,WTA
Seles,Monica,Monica Seles,Wimbledon,2002,QF,WTA
Williams,Venus,Venus Williams,Wimbledon,2002,QF,WTA
Williams,Serena,Serena Williams,Wimbledon,2002,QF,WTA
Henin,Justine,Justine Henin,Wimbledon,2002,SF,WTA
Mauresmo,Amelie,Amelie Mauresmo,Wimbledon,2002,SF,WTA
Williams,Venus,Venus Williams,Wimbledon,2002,SF,WTA
Williams,Serena,Serena Williams,Wimbledon,2002,SF,WTA
Williams,Serena,Serena Williams,Wimbledon,2002,F,WTA
Williams,Venus,Venus Williams,Wimbledon,2002,F,WTA
Williams,Serena,Serena Williams,Wimbledon,2002,W,WTA
Agassi,Andre,Andre Agassi,Australian Open,2003,R16,ATP
Ancic,Mario,Mario Ancic,Australian Open,2003,R16,ATP
Blake,James,James Blake,Australian Open,2003,R16,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,Australian Open,2003,R16,ATP
Coria,Guillermo,Guillermo Coria,Australian Open,2003,R16,ATP
El Aynaoui,Younes,Younes El Aynaoui,Australian Open,2003,R16,ATP
Federer,Roger,Roger Federer,Australian Open,2003,R16,ATP
Ferreira,Wayne,Wayne Ferreira,Australian Open,2003,R16,ATP
Grosjean,Sebastien,Sebastien Grosjean,Australian Open,2003,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,Australian Open,2003,R16,ATP
Mantilla,Felix,Felix Mantilla,Australian Open,2003,R16,ATP
Nalbandian,David,David Nalbandian,Australian Open,2003,R16,ATP
Roddick,Andy,Andy Roddick,Australian Open,2003,R16,ATP
Sargsian,Sargis,Sargis Sargsian,Australian Open,2003,R16,ATP
Schuettler,Rainer,Rainer Schuettler,Australian Open,2003,R16,ATP
Youzhny,Mikhail,Mikhail Youzhny,Australian Open,2003,R16,ATP
Agassi,Andre,Andre Agassi,Australian Open,2003,QF,ATP
Carlos Ferrero,Juan,Juan Carlos Ferrero,Australian Open,2003,QF,ATP
El Aynaoui,Younes,Younes El Aynaoui,Australian Open,2003,QF,ATP
Ferreira,Wayne,Wayne Ferreira,Australian Open,2003,QF,ATP
Grosjean,Sebastien,Sebastien Grosjean,Australian Open,2003,QF,ATP
Nalbandian,David,David Nalbandian,Australian Open,2003,QF,ATP
Roddick,Andy,Andy Roddick,Australian Open,2003,QF,ATP
Schuettler,Rainer,Rainer Schuettler,Australian Open,2003,QF,ATP
Agassi,Andre,Andre Agassi,Australian Open,2003,SF,ATP
Ferreira,Wayne,Wayne Ferreira,Australian Open,2003,SF,ATP
Roddick,Andy,Andy Roddick,Australian Open,2003,SF,ATP
Schuettler,Rainer,Rainer Schuettler,Australian Open,2003,SF,ATP
Agassi,Andre,Andre Agassi,Australian Open,2003,F,ATP
Schuettler,Rainer,Rainer Schuettler,Australian Open,2003,F,ATP
Agassi,Andre,Andre Agassi,Australian Open,2003,W,ATP
Bovina,Elena,Elena Bovina,Australian Open,2003,R16,WTA
Chladkova,Denisa,Denisa Chladkova,Australian Open,2003,R16,WTA
Clijsters,Kim,Kim Clijsters,Australian Open,2003,R16,WTA
Coetzer,Amanda,Amanda Coetzer,Australian Open,2003,R16,WTA
Daniilidou,Eleni,Eleni Daniilidou,Australian Open,2003,R16,WTA
Davenport,Lindsay,Lindsay Davenport,Australian Open,2003,R16,WTA
Hantuchova,Daniela,Daniela Hantuchova,Australian Open,2003,R16,WTA
Henin,Justine,Justine Henin,Australian Open,2003,R16,WTA
Myskina,Anastasia,Anastasia Myskina,Australian Open,2003,R16,WTA
Pratt,Nicole,Nicole Pratt,Australian Open,2003,R16,WTA
Ruano Pascual,Virginia,Virginia Ruano Pascual,Australian Open,2003,R16,WTA
Rubin,Chanda,Chanda Rubin,Australian Open,2003,R16,WTA
Schnyder,Patty,Patty Schnyder,Australian Open,2003,R16,WTA
Shaughnessy,Meghann,Meghann Shaughnessy,Australian Open,2003,R16,WTA
Williams,Serena,Serena Williams,Australian Open,2003,R16,WTA
Williams,Venus,Venus Williams,Australian Open,2003,R16,WTA
Clijsters,Kim,Kim Clijsters,Australian Open,2003,QF,WTA
Hantuchova,Daniela,Daniela Hantuchova,Australian Open,2003,QF,WTA
Henin,Justine,Justine Henin,Australian Open,2003,QF,WTA
Myskina,Anastasia,Anastasia Myskina,Australian Open,2003,QF,WTA
Ruano Pascual,Virginia,Virginia Ruano Pascual,Australian Open,2003,QF,WTA
Shaughnessy,Meghann,Meghann Shaughnessy,Australian Open,2003,QF,WTA
Williams,Serena,Serena Williams,Australian Open,2003,QF,WTA
Williams,Venus,Venus Williams,Australian Open,2003,QF,WTA
Clijsters,Kim,Kim Clijsters,Australian Open,2003,SF,WTA
Henin,Justine,Justine Henin,Australian Open,2003,SF,WTA
Williams,Serena,Serena Williams,Australian Open,2003,SF,WTA
