last_name,first_name,display_name,goals
Depay,Memphis,Memphis Depay,2
Devenny,Justin,Justin Devenny,2
Diao,Salif,Salif Diao,2
Diarra,Habib,Habib Diarra,2
Dibling,Tyler,Tyler Dibling,2
Diomande,Adama,Adama Diomande,2
Dixon,Kerry,Kerry Dixon,2
Donis,Giorgos,Giorgos Donis,2
Donovan,Landon,Landon Donovan,2
dos Santos,André Clarindo,André Santos,2
Doughty,Alfie,Alfie Doughty,2
Edgar,David,David Edgar,2
Egan,John,John Egan,2
El Khannouss,Bilal,Bilal El Khannouss,2
El-Khalej,Tahar,Tahar El-Khalej,2
Elia,Eljero,Eljero Elia,2
Elkins,Gary,Gary Elkins,2
Elliott,Stephen,Stephen Elliott,2
Elokobi,George,George Elokobi,2
Enrique Sanchez Diaz,Jose,José Enrique,2
Faes,Wout,Wout Faes,2
Farrelly,Gareth,Gareth Farrelly,2
Fati,Ansu,Ansu Fati,2
Femenía,Kiko,Kiko Femenía,2
Fernandes Fernandes,Manuel Henriques,Manuel Fernandes,2
Ferreira Viana,Hugo Miguel,Hugo Viana,2
Ferreira Vieira,Fábio Daniel,Fábio Vieira,2
Fleming,Curtis,Curtis Fleming,2
Flores Moreno,Jose Manuel,Chico Flores,2
Foley,Kevin,Kevin Foley,2
Fox,Daniel,Daniel Fox,2
Fredericks,Ryan,Ryan Fredericks,2
Fryatt,Matty,Matty Fryatt,2
Fuchs,Christian,Christian Fuchs,2
García Fernández,Francisco Javier,Javi García,2
Gardner,Anthony,Anthony Gardner,2
Garrido Behovide,Javier,Javier Garrido,2
Gee,Phil,Phil Gee,2
Gelhardt,Joe,Joe Gelhardt,2
Ghoddos,Saman,Saman Ghoddos,2
Gibbs,Kieran,Kieran Gibbs,2
Gibson,Ben,Ben Gibson,2
Gil,Carles,Carles Gil,2
Gnonto,Wilfried,Wilfried Gnonto,2
Gohouri,Steve,Steve Gohouri,2
Gomes,Tote António,Toti Gomes,2
González,Nico,Nico González,2
González,Mark,Mark González,2
González Díaz,Jorge,Yordi,2
Goodwillie,David,David Goodwillie,2
Grabbi,Corrado,Corrado Grabbi,2
Grant,Tony,Tony Grant,2
Gravelaine,Xavier,Xavier Gravelaine,2
Gray,Andrew,Andrew Gray,2
Gray,Archie,Archie Gray,2
Griffin,Andy,Andy Griffin,2
Griffit,Leandre,Leandre Griffit,2
Groves,Perry,Perry Groves,2
Gruda,Brajan,Brajan Gruda,2
Gudjonsson,Johannes Karl,Johannes Karl Gudjonsson,2
Guédioura,Adlène,Adlène Guédioura,2
Gunnarsson,Aron,Aron Gunnarsson,2
Gusto,Malo,Malo Gusto,2
Hall,Lewis,Lewis Hall,2
Hall,Fitz,Fitz Hall,2
Hanley,Grant,Grant Hanley,2
Hargreaves,Owen,Owen Hargreaves,2
Harkes,John,John Harkes,2
Hateley,Mark,Mark Hateley,2
Hazard,Micky,Micky Hazard,2
Hegazy,Ahmed El Sayed Ali El Sayed,Ahmed Hegazy,2
Hemed,Tomer,Tomer Hemed,2
Hendry,John,John Hendry,2
Holden,Stuart,Stuart Holden,2
Holding,Rob,Rob Holding,2
Holtby,Lewis,Lewis Holtby,2
Horlock,Kevin,Kevin Horlock,2
Hottiger,Marc,Marc Hottiger,2
Howe,Stephen,Bobby Howe,2
Hoyland,Jamie,Jamie Hoyland,2
Hoyte,Justin,Justin Hoyte,2
Hughes,Paul,Paul Hughes,2
Hunt,Jonathan,Jonathan Hunt,2
Hunt,Noel,Noel Hunt,2
Hurst,Lee,Lee Hurst,2
Imbula,Giannelli,Giannelli Imbula,2
Ingesson,Klas,Klas Ingesson,2
Jacobs,Wayne,Wayne Jacobs,2
Jahanbakhsh,Alireza,Alireza Jahanbakhsh,2
Jakobsson,Andreas,Andreas Jakobsson,2
Janssen,Vincent,Vincent Janssen,2
Jebbison,Daniel,Daniel Jebbison,2
Ji,Dong-Won,Ji Dong-Won,2
Johnson,Michael,Michael Johnson,2
Johnson,Roger,Roger Johnson,2
Johnson,Andy,Andy Johnson,2
Johnston,Allan,Allan Johnston,2
Jones,Cobi,Cobi Jones,2
Jones,Phil,Phil Jones,2
Kalajdzic,Sasa,Sasa Kalajdzic,2
Kamara,Boubacar,Boubacar Kamara,2
Kean,Moise,Moise Kean,2
Kelly,Gary,Gary Kelly,2
Kelly,Stephen,Stephen Kelly,2
Kennedy,Mark,Mark Kennedy,2
Kilgallon,Matthew,Matthew Kilgallon,2
Kirovski,Jovan,Jovan Kirovski,2
Kishishev,Radostin,Radostin Kishishev,2
Kjeldbjerg,Jakob,Jakob Kjeldbjerg,2
Kléberson Pereira,José,Kléberson,2
Kolasinac,Sead,Sead Kolasinac,2
Konaté,Ibrahima,Ibrahima Konaté,2
Kostoulas,Charalampos,Charalampos Kostoulas,2
Koulibaly,Kalidou,Kalidou Koulibaly,2
Kramaric,Andrej,Andrej Kramaric,2
Krejcí,Ladislav,Ladislav Krejcí,2
Lacroix,Maxence,Maxence Lacroix,2
Lamah,Roland,Roland Lamah,2
Lambourde,Bernard,Bernard Lambourde,2
Leigertwood,Mikele,Mikele Leigertwood,2
Lejeune,Florian,Florian Lejeune,2
Livramento,Tino,Tino Livramento,2
Longstaff,Matthew,Matty Longstaff,2
Lukic,Sasa,Sasa Lukic,2
Lund,Andreas,Andreas Lund,2
Lyttle,Des,Des Lyttle,2
Mabbutt,Gary,Gary Mabbutt,2
Machado Mota de Castro Trincão,Francisco António,Trincão,2
Maciel da Cruz,Igor Jesus,Igor Jesus,2
Macken,Jonathan,Jonathan Macken,2
Mahon,Alan,Alan Mahon,2
Makelele,Claude,Claude Makelele,2
Makin,Chris,Chris Makin,2
Mané,Mateus,Mateus Mané,2
Manquillo,Javier,Javier Manquillo,2
Mariappa,Adrian,Adrian Mariappa,2
Marques Soares,Isaias,Isaías,2
Martin,Alvin,Alvin Martin,2
Mayenda,Eliezer,Eliezer Mayenda,2
McCall,Stuart,Stuart McCall,2
McEveley,James,Jay McEveley,2
McGreal,John,John McGreal,2
McInnes,Derek,Derek McInnes,2
McLean,Kenny,Kenny McLean,2
McManaman,Callum,Callum McManaman,2
McShane,Paul,Paul McShane,2
McVeigh,Paul,Paul McVeigh,2
Mejbri,Hannibal,Hannibal Mejbri,2
Melville,Andy,Andy Melville,2
Mendy,Bernard,Bernard Mendy,2
Mendy,Benjamin,Benjamin Mendy,2
Mohan,Nicky,Nicky Mohan,2
Montella,Vincenzo,Vincenzo Montella,2
Mooney,Tommy,Tommy Mooney,2
Moore,Darren,Darren Moore,2
Moore,Stefan,Stefan Moore,2
Moore,Kevin,Kevin Moore,2
Moreno,Álex,Álex Moreno,2
Morgan,Steve,Steve Morgan,2
Musa,Ahmed,Ahmed Musa,2
Mwepu,Enock,Enock Mwepu,2
Myers,Andy,Andy Myers,2
Naval da Costa Eduardo,João Mário,João Mário,2
Naylor,Richard,Richard Naylor,2
Ndiaye,Badou,Badou Ndiaye,2
Niang,M'Baye,M'Baye Niang,2
Norwood,Oliver,Oliver Norwood,2
O'Brien,Joseph,Joseph O'Brien,2
O'Brien,Jake,Jake O'Brien,2
Oakes,Stefan,Stefan Oakes,2
Obertan,Gabriel,Gabriel Obertan,2
Omoyinmi,Manny,Manny Omoyinmi,2
Ooijer,André,André Ooijer,2
Ord,Richard,Richard Ord,2
Osho,Gabriel,Gabriel Osho,2
Oster,John,John Oster,2
Oviedo,Bryan,Bryan Oviedo,2
Paloschi,Alberto,Alberto Paloschi,2
Parnaby,Stuart,Stuart Parnaby,2
Perraud,Romain,Romain Perraud,2
Philogene,Jaden,Jaden Philogene,2
Pino,Yéremy,Yéremy Pino,2
Pistone,Alessandro,Alessandro Pistone,2
Pizarro,Claudio,Claudio Pizarro,2
Powell,Chris,Chris Powell,2
Prior,Spencer,Spencer Prior,2
Priskin,Tamás,Tamás Priskin,2
Proctor,Michael,Michael Proctor,2
Pröpper,Davy,Davy Pröpper,2
Prutton,David,David Prutton,2
Quansah,Jarell,Jarell Quansah,2
Raducioiu,Florin,Florin Raducioiu,2
Ramis,Iván,Iván Ramis,2
Ranocchia,Andrea,Andrea Ranocchia,2
Ream,Tim,Tim Ream,2
Reguilón,Sergio,Sergio Reguilón,2
Riedewald,Jairo,Jairo Riedewald,2
Roberts,Tyler,Tyler Roberts,2
Robson,Bryan,Bryan Robson,2
Rochina,Rubén,Rubén Rochina,2
Rodon,Joe,Joe Rodon,2
Roerslev,Mads,Mads Roerslev,2
Sagbo,Yannick,Yannick Sagbo,2
Samuel,Jlloyd,Jlloyd Samuel,2
Sangaré,Ibrahim,Ibrahim Sangaré,2
Sargent,Josh,Josh Sargent,2
Savona,Nicolò,Nicolò Savona,2
Schnoor,Stefan,Stefan Schnoor,2
Scott,Andrew,Andrew Scott,2
Sears,Freddie,Freddie Sears,2
Shaw,Paul,Paul Shaw,2
Silva,Darío,Darío Silva,2
Simplício Rocha,Rayan Vitor,Rayan,2
Simpson,Paul,Paul Simpson,2
Slater,Stuart,Stuart Slater,2
Stalteri,Paul,Paul Stalteri,2
Stevens,Enda,Enda Stevens,2
Stockdale,Robbie,Robbie Stockdale,2
Strandli,Frank,Frank Strandli,2
Success,Isaac,Isaac Success,2
Sükür,Hakan,Hakan Sükür,2
Symons,Kit,Kit Symons,2
Tal,Idan,Idan Tal,2
Tanaka,Ao,Ao Tanaka,2
Tanner,Adam,Adam Tanner,2
Taricco,Mauricio,Mauricio Taricco,2
Tavares Gomes,André Filipe,André Gomes,2
Teale,Shaun,Shaun Teale,2
Teymourian,Andranik,Andranik Teymourian,2
Thorn,Andy,Andy Thorn,2
Tiatto,Danny,Danny Tiatto,2
Tinkler,Eric,Eric Tinkler,2
Tomiyasu,Takehiro,Takehiro Tomiyasu,2
Tonge,Michael,Michael Tonge,2
Torres,Pau,Pau Torres,2
Torres Ruiz,Juan,Juan Cala,2
Udogie,Destiny,Destiny Udogie,2
Valery,Yan,Yan Valery,2
van Bronckhorst,Giovanni,Giovanni van Bronckhorst,2
van der Hoorn,Mike,Mike van der Hoorn,2
van der Laan,Robin,Robin van der Laan,2
Varane,Raphaël,Raphaël Varane,2
Vickers,Steve,Steve Vickers,2
Viña,Matías,Matías Viña,2
Vlaar,Ron,Ron Vlaar,2
Volz,Moritz,Moritz Volz,2
Walker,Richard,Richard Walker,2
Ward,Mark,Mark Ward,2
Watts,Julian,Julian Watts,2
Weghorst,Wout,Wout Weghorst,2
Whelan,Ronnie,Ronnie Whelan,2
Whitlow,Mike,Mike Whitlow,2
Wiekens,Gerard,Gerard Wiekens,2
Willems,Ron,Ron Willems,2
Willems,Jetro,Jetro Willems,2
Williams,Darren,Darren Williams,2
Willis,Jimmy,Jimmy Willis,2
Wilnis,Fabian,Fabian Wilnis,2
Wilson,Danny,Danny Wilson,2
Winks,Harry,Harry Winks,2
Woodrow,Cauley,Cauley Woodrow,2
Wright-Phillips,Bradley,Bradley Wright-Phillips,2
Yebda,Hassan,Hassan Yebda,2
Yedlin,DeAndre,DeAndre Yedlin,2
Zaniolo,Nicolò,Nicolò Zaniolo,2
Zinchenko,Oleksandr,Oleksandr Zinchenko,2
Acheampong,Josh,Josh Acheampong,1
Agbadou,Emmanuel,Emmanuel Agbadou,1
Al Dakhil,Ameen,Ameen Al Dakhil,1
Albrechtsen,Martin,Martin Albrechtsen,1
Alderete,Omar,Omar Alderete,1
Allen,Chris,Chris Allen,1
Alpay,Özalan,Özalan Alpay,1
Álvarez,Edson,Edson Álvarez,1
Alzate,Steven,Steven Alzate,1
Amorebieta,Fernando,Fernando Amorebieta,1
Ampadu,Ethan,Ethan Ampadu,1
Andersen,Mads,Mads Andersen,1
Andresen,Martin,Martin Andresen,1
Angell,Brett,Brett Angell,1
Aquilani,Alberto,Alberto Aquilani,1
Arias,Jhon,Jhon Arias,1
Ashbee,Ian,Ian Ashbee,1
Assignon,Lorenz,Lorenz Assignon,1
Atkinson,Will,Will Atkinson,1
Atouba,Thimothée,Thimothée Atouba,1
Ayala,Daniel,Daniel Ayala,1
Ayité,Floyd,Floyd Ayité,1
Bacuna,Juninho,Juninho Bacuna,1
Badiashile,Benoît,Benoît Badiashile,1
Badir,Walid,Walid Badir,1
Baggio,Dino,Dino Baggio,1
Bailey,Dennis,Dennis Bailey,1
Bailly,Eric,Eric Bailly,1
Bajcetic,Stefan,Stefan Bajcetic,1
Balogun,Leon,Leon Balogun,1
Barnes,Giles,Giles Barnes,1
Barnett,Leon,Leon Barnett,1
Barrett,Earl,Earl Barrett,1
Barrow,Modou,Modou Barrow,1
Basham,Chris,Chris Basham,1
Basham,Steve,Steve Basham,1
Bassedas,Christian,Christian Bassedas,1
Bastón,Borja,Borja Bastón,1
Bates,Matthew,Matthew Bates,1
Beattie,Craig,Craig Beattie,1
Becker,Alisson Ramsés,Alisson Becker,1
Begovic,Asmir,Asmir Begovic,1
Beinlich,Stefan,Stefan Beinlich,1
Ben Haim,Tal,Tal Ben Haim,1
Benali,Francis,Francis Benali,1
Benjamin,Trevor,Trevor Benjamin,1
Bennett,Frankie,Frankie Bennett,1
Bergvall,Lucas,Lucas Bergvall,1
Berry,Greg,Greg Berry,1
Beye,Habib,Habib Beye,1
Bigirimana,Gaël,Gaël Bigirimana,1
Bijol,Jaka,Jaka Bijol,1
Blackstock,Dexter,Dexter Blackstock,1
Blanc,Laurent,Laurent Blanc,1
Blanco González,Kepa,Kepa,1
Bobb,Oscar,Oscar Bobb,1
Boertien,Paul,Paul Boertien,1
Bonalair,Thierry,Thierry Bonalair,1
Bouma,Wilfred,Wilfred Bouma,1
Bowry,Bobby,Bobby Bowry,1
Boyata,Dedryck,Dedryck Boyata,1
Bozhinov,Valeri Emilov,Valeri Emilov Bozhinov,1
Braaten,Daniel,Daniel Braaten,1
Bracewell,Paul,Paul Bracewell,1
Bradley,Conor,Conor Bradley,1
Braga de Sá,Orlando Carlos,Orlando Sá,1
Brevett,Rufus,Rufus Brevett,1
Brightwell,Ian,Ian Brightwell,1
Brightwell,David,David Brightwell,1
Briscoe,Lee,Lee Briscoe,1
Brown,Chris,Chris Brown,1
Bryan,Joe,Joe Bryan,1
Bryan,Kean,Kean Bryan,1
Bueno,Hugo,Hugo Bueno,1
Bull,Gary,Gary Bull,1
Burchill,Mark,Mark Burchill,1
Burke,Oliver,Oliver Burke,1
Butler,Peter,Peter Butler,1
Butterworth,Ian,Ian Butterworth,1
Cabella,Rémy,Rémy Cabella,1
Cabral Semedo,Nélson,Nélson Semedo,1
Cajuste,Jens,Jens Cajuste,1
Caleta-Car,Duje,Duje Caleta-Car,1
Calleri,Jonathan,Jonathan Calleri,1
Camara,Zoumana,Zoumana Camara,1
Cardoso Lemos Martins,Mateus,Tetê,1
Carrillo,André,André Carrillo,1
Carteron,Patrice,Patrice Carteron,1
Casiraghi,Pierluigi,Pierluigi Casiraghi,1
Castro Oliveira,Nélson Miguel,Nélson Oliveira,1
Channing,Justin,Justin Channing,1
Chaplin,Conor,Conor Chaplin,1
Chiriches,Vlad,Vlad Chiriches,1
Choudhury,Hamza,Hamza Choudhury,1
Christanval,Philippe,Philippe Christanval,1
Chukwuemeka,Carney,Carney Chukwuemeka,1
Cissé,Kalifa,Kalifa Cissé,1
Clark,Jordan,Jordan Clark,1
Clarke,Steve,Steve Clarke,1
Clasie,Jordy,Jordy Clasie,1
Coates,Sebastián,Sebastián Coates,1
Colleter,Patrick,Patrick Colleter,1
Connolly,David,David Connolly,1
Cook,Lewis,Lewis Cook,1
Cotterill,David,David Cotterill,1
Couzens,Andrew,Andrew Couzens,1
Cowans,Gordon,Gordon Cowans,1
Cox,Simon,Simon Cox,1
Croft,Gary,Gary Croft,1
Croft,Lee,Lee Croft,1
Crosby,Gary,Gary Crosby,1
Crusat,Albert,Albert Crusat,1
Cullen,Mark,Mark Cullen,1
Culverhouse,Ian,Ian Culverhouse,1
Cundy,Jason,Jason Cundy,1
D'Alessandro,Andrés,Andrés D'Alessandro,1
da Silva,Cláudio Roberto,Caçapa,1
da Silva,Willian José,Willian José,1
da Silva Melo,Gilberto,Gilberto,1
Dalglish,Paul,Paul Dalglish,1
Darmian,Matteo,Matteo Darmian,1
David,Christofer,Chris David,1
Davids,Edgar,Edgar Davids,1
Davis,Leif,Leif Davis,1
Davis,Paul,Paul Davis,1
Davis,Keinan,Keinan Davis,1
de Abreu,Gabriel Armando,Gabriel Paulista,1
de Jong,Siem,Siem de Jong,1
de Jong,Nigel,Nigel de Jong,1
de Souza Costa,Vinicius,Vinicius Souza,1
Del Horno,Asier,Asier Del Horno,1
Demel,Guy,Guy Demel,1
Derry,Shaun,Shaun Derry,1
Diakité,Samba,Samba Diakité,1
Diangana,Grady,Grady Diangana,1
Diarra,Lassana,Lassana Diarra,1
Diarra,Mahamadou,Mahamadou Diarra,1
Djetou,Martin,Martin Djetou,1
Djourou,Johan,Johan Djourou,1
Dobbin,Lewis,Lewis Dobbin,1
Dobbs,Gerald,Gerald Dobbs,1
Donnelly,Simon,Simon Donnelly,1
Dossena,Andrea,Andrea Dossena,1
Douglas,Jonathan,Jonathan Douglas,1
Dowell,Kieran,Kieran Dowell,1
Downes,Flynn,Flynn Downes,1
Dreyer,John,John Dreyer,1
Drmic,Josip,Josip Drmic,1
Drury,Adam,Adam Drury,1
Dryden,Richard,Richard Dryden,1
Dunne,Jimmy,Jimmy Dunne,1
Eardley,Neal,Neal Eardley,1
Earthy,George,George Earthy,1
Edman,Erik,Erik Edman,1
Edozie,Tom,Tom Edozie,1
Edwards,Marcus,Marcus Edwards,1
Edworthy,Marc,Marc Edworthy,1
El Sayed Ghaly,Hossam,Hossam Ghaly,1
Elm,David,David Elm,1
Elphick,Tommy,Tommy Elphick,1
Elsayed Elneny,Mohamed Naser,Mohamed Elneny,1
Emanuelson,Urby,Urby Emanuelson,1
Emnes,Marvin,Marvin Emnes,1
Endo,Wataru,Wataru Endo,1
Engels,Björn,Björn Engels,1
Espinoza,Roger,Roger Espinoza,1
Esse,Romain,Romain Esse,1
Etuhu,Kelvin,Kelvin Etuhu,1
Evans,Ched,Ched Evans,1
Evatt,Ian,Ian Evatt,1
Facey,Delroy,Delroy Facey,1
Fadiga,Khalilou,Khalilou Fadiga,1
Fahey,Keith,Keith Fahey,1
Faubert,Julien,Julien Faubert,1
Faurlin,Alejandro,Alejandro Faurlin,1
Faye,Amdy,Amdy Faye,1
Field,Sam,Sam Field,1
Finnan,Steve,Steve Finnan,1
Firpo,Junior,Junior Firpo,1
Flanagan,Jon,Jon Flanagan,1
Fleming,Craig,Craig Fleming,1
Fletcher,Carl,Carl Fletcher,1
Flood,William,Willo Flood,1
Fofana,Wesley,Wesley Fofana,1
Foley,Dominic,Dominic Foley,1
Ford,Mark,Mark Ford,1
Foxe,Hayden,Hayden Foxe,1
Foyth,Juan,Juan Foyth,1
França de Oliveira,Matheus,Matheus França,1
Freestone,Chris,Chris Freestone,1
Friedel,Brad,Brad Friedel,1
Fuertes,Esteban,Esteban Fuertes,1
Fullarton,Jamie,Jamie Fullarton,1
Furlong,Darnell,Darnell Furlong,1
Gaardsoe,Thomas,Thomas Gaardsoe,1
Gabbidon,Danny,Danny Gabbidon,1
Gallagher,Sam,Sam Gallagher,1
Gannon,John,John Gannon,1
García,Richard,Richard García,1
Gavilán,Diego,Diego Gavilán,1
George,Tyrique,Tyrique George,1
Ghezzal,Rachid,Rachid Ghezzal,1
Ghilas,Kamel,Kamel Ghilas,1
Gibson,Terry,Terry Gibson,1
Gilchrist,Alfie,Alfie Gilchrist,1
Gilchrist,Phil,Phil Gilchrist,1
Gnabry,Serge,Serge Gnabry,1
Goma,Alain,Alain Goma,1
Gonçalves Varela,Silvestre Manuel,Silvestre Varela,1
Goodridge,Greg,Greg Goodridge,1
Gordon,Dale,Dale Gordon,1
Gorenc Stankovic,Jon,Jon Gorenc Stankovic,1
Gorkss,Kaspars,Kaspars Gorkss,1
Gough,Richard,Richard Gough,1
Grabban,Lewis,Lewis Grabban,1
Gradel,Max,Max Gradel,1
Grainger,Martin,Martin Grainger,1
Grandin,Elliot,Elliot Grandin,1
Granero,Esteban,Esteban Granero,1
Gray,Andy,Andy Gray,1
Greaves,Jacob,Jacob Greaves,1
Greenwood,Sam,Sam Greenwood,1
Gregan,Sean,Sean Gregan,1
Gregory,David,David Gregory,1
Gresko,Vratislav,Vratislav Gresko,1
Gudjonsson,Thordur,Thordur Gudjonsson,1
Guessand,Evann,Evann Guessand,1
Gueye,Magaye,Magaye Gueye,1
Guivarc'h,Stephane,Stephane Guivarc'h,1
Hall,Marcus,Marcus Hall,1
Hansen,Bo,Bo Hansen,1
Harper,Kevin,Kevin Harper,1
Harris,Kadeem,Kadeem Harris,1
Harrop,Josh,Josh Harrop,1
Harwood-Bellis,Taylor,Taylor Harwood-Bellis,1
Heinze,Gabriel,Gabriel Heinze,1
Helder,Glenn,Glenn Helder,1
Henríquez,Ángelo,Ángelo Henríquez,1
Herd,Chris,Chris Herd,1
Hernández,Onel,Onel Hernández,1
Hierro,Fernando,Fernando Hierro,1
Hill,Andy,Andy Hill,1
Hill,Clint,Clint Hill,1
Hillier,David,David Hillier,1
Hincapié,Piero,Piero Hincapié,1
Hines,Zavon,Zavon Hines,1
Hjelde,Jon Olav,Jon Olav Hjelde,1
Hoddle,Glenn,Glenn Hoddle,1
Holman,Brett,Brett Holman,1
Howard,Steve,Steve Howard,1
Howard,Tim,Tim Howard,1
Hudson,Mark,Mark Hudson,1
Hughes,Ceri,Ceri Hughes,1
Hunt,Nicky,Nicky Hunt,1
Huntington,Paul,Paul Huntington,1
Hutchinson,Ben,Ben Hutchinson,1
Ibanez,Pablo,Pablo Ibáñez,1
Idah,Adam,Adam Idah,1
Jackson,Johnnie,Johnnie Jackson,1
Jara,Gonzalo,Gonzalo Jara,1
Jarvis,Ryan,Ryan Jarvis,1
Jenkinson,Leigh,Leigh Jenkinson,1
Jensen,John,John Jensen,1
Jensen,Niclas,Niclas Jensen,1
Jiménez,Álex,Álex Jiménez,1
Jiménez,Luis,Luis Jiménez,1
Jiménez Tejada,Francisco,Xisco,1
Johansen,Michael,Michael Johansen,1
Johnsen,Erland,Erland Johnsen,1
Jones,Matthew,Matthew Jones,1
Jones,Scott,Scott Jones,1
Jones,Keith,Keith Jones,1
Kachunga,Elias,Elias Kachunga,1
Kadioglu,Ferdi,Ferdi Kadioglu,1
Kakuta,Gaël,Gaël Kakuta,1
Kamara,Kei,Kei Kamara,1
Kamara,Hassane,Hassane Kamara,1
Karacan,Jem,Jem Karacan,1
Karadas,Azar,Azar Karadas,1
Karagounis,Giorgos,Giorgos Karagounis,1
Karl,Steffen,Steffen Karl,1
Kavanagh,Graham,Graham Kavanagh,1
Kavelashvili,Mikhail,Mikhail Kavelashvili,1
Kayal,Beram,Beram Kayal,1
Kazim-Richards,Colin,Colin Kazim-Richards,1
Kennedy,Peter,Peter Kennedy,1
Kenny,Billy,Billy Kenny,1
Keogh,Andy,Andy Keogh,1
Khizanishvili,Zurab,Zurab Khizanishvili,1
Kim,Bo-Kyung,Kim Bo-Kyung,1
King,Phil,Phil King,1
Klavan,Ragnar,Ragnar Klavan,1
Klose,Timm,Timm Klose,1
Koleosho,Luca,Luca Koleosho,1
Kolo Muani,Randal,Randal Kolo Muani,1
Kongolo,Terence,Terence Kongolo,1
Koroman,Ognjen,Ognjen Koroman,1
Krafth,Emil,Emil Krafth,1
Kucka,Juraj,Juraj Kucka,1
Kyle,Kevin,Kevin Kyle,1
Larsson,Henrik,Henrik Larsson,1
Laurent,Josh,Josh Laurent,1
Lavia,Roméo,Roméo Lavia,1
Layún,Miguel,Miguel Layún,1
Lazaro,Valentino,Valentino Lazaro,1
Lee,David,David Lee,1
Lees-Melou,Pierre,Pierre Lees-Melou,1
Lewis,Jamal,Jamal Lewis,1
Lewis-Skelly,Myles,Myles Lewis-Skelly,1
Lichaj,Eric,Eric Lichaj,1
Liddell,Andy,Andy Liddell,1
Lilley,Derek,Derek Lilley,1
Ling,Martin,Martin Ling,1
Lockyer,Tom,Tom Lockyer,1
Lolley,Joe,Joe Lolley,1
Long,Kevin,Kevin Long,1
Lucca,Lorenzo,Lorenzo Lucca,1
Lucic,Teddy,Teddy Lucic,1
Lugano,Diego,Diego Lugano,1
Luna,Antonio,Antonio Luna,1
Lundekvam,Claus,Claus Lundekvam,1
Luque,Albert,Albert Luque,1
M'Vila,Yann,Yann M'Vila,1
Maatsen,Ian,Ian Maatsen,1
Mabizela,Mbulelo,Mbulelo Mabizela,1
MacDonald,Charlie,Charlie MacDonald,1
Maddix,Danny,Danny Maddix,1
Magassa,Soungoutou,Soungoutou Magassa,1
Mahon,Gavin,Gavin Mahon,1
Maierhofer,Stefan,Stefan Maierhofer,1
Maitland-Niles,Ainsley,Ainsley Maitland-Niles,1
Malz,Stefan,Stefan Malz,1
Mara,Sékou,Sékou Mara,1
Marcolin,Dario,Dario Marcolin,1
Margas,Javier,Javier Margas,1
Marin,Marko,Marko Marin,1
Marker,Nicky,Nicky Marker,1
Marques Postiga,Hélder Manuel,Hélder Postiga,1
Marshall,Lee,Lee Marshall,1
Marshall,Scott,Scott Marshall,1
Martina,Cuco,Cuco Martina,1
Martínez,Williams,Williams Martínez,1
Martins Indi,Bruno,Bruno Martins Indi,1
Marveaux,Sylvain,Sylvain Marveaux,1
Mascherano,Javier,Javier Mascherano,1
Masina,Adam,Adam Masina,1
Masuaku,Arthur,Arthur Masuaku,1
Matejovsky,Marek,Marek Matejovsky,1
Materazzi,Marco,Marco Materazzi,1
Mavropanos,Konstantinos,Konstantinos Mavropanos,1
Mawene,Youl,Youl Mawene,1
Mbenza,Isaac,Isaac Mbenza,1
Mboma,Patrick,Patrick Mboma,1
McAteer,Kasey,Kasey McAteer,1
McCartney,George,George McCartney,1
McDonald,Kevin,Kevin McDonald,1
McGeady,Aiden,Aiden McGeady,1
McKinnon,Ray,Ray McKinnon,1
McMahon,Steve,Steve McMahon,1
Meaker,Michael,Michael Meaker,1
Mears,Tyrone,Tyrone Mears,1
Megson,Gary,Gary Megson,1
Mekawy Said Morsy,Samy Sayed,Sam Morsy,1
Mendy,Nampalys,Nampalys Mendy,1
Mengi,Teden,Teden Mengi,1
Mensah,John,John Mensah,1
Menseguéz,Juan Carlos,Juan Carlos Menseguéz,1
Mepham,Chris,Chris Mepham,1
Mérida Pérez,Francisco,Fran Mérida,1
Meyer,Max,Max Meyer,1
Michalik,Lubomir,Lubomir Michalik,1
Mike,Adie,Adie Mike,1
Miller,Paul,Paul Miller,1
Miller,Liam,Liam Miller,1
Moldovan,Viorel,Viorel Moldovan,1
Montero,Jefferson,Jefferson Montero,1
Moreira de Oliveira,Sávio,Savinho,1
Morgan,Chris,Chris Morgan,1
Mornar,Ivica,Ivica Mornar,1
Morrow,Steve,Steve Morrow,1
Mortimer,Paul,Paul Mortimer,1
Mouyokolo,Steven,Steven Mouyokolo,1
Mukiele,Nordi,Nordi Mukiele,1
Mullin,John,John Mullin,1
Muniesa Martínez,Marc,Muniesa,1
Murphy,David,David Murphy,1
Muto,Yoshinori,Yoshinori Muto,1
Mvuemba,Arnold,Arnold Mvuemba,1
Møller Dæhli,Mats,Mats Møller Dæhli,1
N'Diaye,Alfred,Alfred N'Diaye,1
Nakata,Hidetoshi,Hidetoshi Nakata,1
Nalis,Lilian,Lilian Nalis,1
Narsingh,Luciano,Luciano Narsingh,1
Naughton,Kyle,Kyle Naughton,1
Naybet,Noureddine,Noureddine Naybet,1
Ndah,George,George Ndah,1
Ndong,Didier,Didier Ndong,1
Ndoye,Dan,Dan Ndoye,1
Newhouse,Aidan,Aidan Newhouse,1
Newton,Shaun,Shaun Newton,1
Ngumoha,Rio,Rio Ngumoha,1
Niakhaté,Moussa,Moussa Niakhaté,1
Nicol,Steve,Steve Nicol,1
